,traveller_username,date,covid,star,rating,aspect_sentiment,count_topic_4,topic_4,count_topic_1,topic_1,count_topic_0,topic_0,count_topic_2,topic_2,count_topic_3,topic_3
197,Dennis P,2023-02-01,PostCovid,5,5.0,"[[room, everi, 2], [time, clean, 4]]",1.0,0.3666666666666667,,,,,1.0,0.0,,
198,Benedict S,2023-03-01,PostCovid,5,5.0,"[[room, quick, 2], [floor, tri, 2]]",,,,,,,2.0,0.16666666666666666,,
199,donSeoul_SouthKorea,2023-03-01,PostCovid,5,5.0,[],,,,,,,,,,
200,Christopher S,2023-03-01,PostCovid,5,5.0,"[[room, unbeat, 2]]",,,,,,,1.0,0.0,,
201,Mobile19538953976,2023-03-01,PostCovid,5,5.0,[],,,,,,,,,,
202,atri h,2023-03-01,PostCovid,5,5.0,"[[hotel, choic, 1], [hotel, singapor, 1]]",,,2.0,0.0,,,,,,
203,Lost In Asia,2023-01-01,PostCovid,5,4.0,"[[view, balconi, 0]]",,,,,1.0,0.0,,,,
204,646GeoffS,2023-03-01,PostCovid,5,2.0,"[[night, brief, 0], [staff, total, 0]]",,,,,2.0,0.0,,,,
205,Seaside19435153015,2023-03-01,PostCovid,5,5.0,[],,,,,,,,,,
206,Richardsonnswaus,2023-03-01,PostCovid,5,5.0,"[[night, great, 0]]",,,,,1.0,0.8,,,,
207,EdinDC,2023-03-01,PostCovid,5,5.0,"[[enjoy, singapor, 3], [room, extra, 2], [view, great, 0], [day, wet, 4], [room, big, 2], [room, best, 2], [servic, singapor, 3], [day, singapor, 4], [room, slight, 2], [room, entir, 2], [stay, great, 0]]",2.0,-0.05,,,2.0,0.8,5.0,0.16666666666666669,2.0,0.2
208,Esther PY,2023-03-01,PostCovid,5,5.0,"[[staycat, choic, 3], [staycat, perfect, 3], [club, strait, 0], [stay, entir, 0], [stay, 'much entir', 0], [day, great, 4], [day, select, 4], [stay, choic, 0], [hotel, best, 1]]",2.0,0.4,1.0,1.0,4.0,0.05,,,2.0,0.5
209,AaronMcGillivray,2023-03-01,PostCovid,5,5.0,"[[room, better, 2], [room, 'better better', 2], [room, entri, 2], [room, 'even entri', 2], [staff, great, 0], [staff, servic, 0], [check, late, 4], [book, major, 4]]",2.0,-0.11875,,,2.0,0.4,4.0,0.25,,
210,Paul M,2023-03-01,PostCovid,5,5.0,"[[staff, 'glad made', 0], [staff, choic, 0], [hotel, singapor, 1], [hotel, servic, 1], [staff, special, 0], [room, much, 2]]",,,2.0,0.0,3.0,0.28571428571428575,1.0,0.2,,
211,Maps59909786427,2023-02-01,PostCovid,5,5.0,"[[hotel, servic, 1], [hotel, best, 1], [room, quiet, 2], [bed, perfect, 2], [breakfast, choic, 1]]",,,3.0,0.3333333333333333,,,2.0,0.5,,
212,A9856KPandreww,2023-03-01,PostCovid,5,5.0,[],,,,,,,,,,
213,fareastlor,2023-03-01,PostCovid,5,5.0,"[[room, sure, 2], [room, 'well taken', 2], [room, brief, 2], [room, orient, 2], [staff, singapor, 0], [desk, front, 4], [day, later, 4], [club, strait, 0], [breakfast, wider, 1]]",2.0,0.0,1.0,0.0,2.0,0.0,4.0,0.125,,
214,JJ,2023-03-01,PostCovid,5,5.0,[],,,,,,,,,,
215,W E,2023-03-01,PostCovid,5,5.0,"[[staff, much, 0], [staff, top, 0], [room, nice, 2], [restaur, select, 1]]",,,1.0,0.0,2.0,0.35,1.0,0.6,,
216,Niall T,2023-02-01,PostCovid,5,1.0,"[[room, dark, 2], [room, bigger, 2]]",,,,,,,2.0,-0.075,,
217,DMC2,2023-03-01,PostCovid,5,5.0,"[[hotel, singapor, 1], [room, old, 2], [room, modern, 2], [room, singapor, 2]]",,,1.0,0.0,,,3.0,0.10000000000000002,,
218,Owen Hickey,2023-03-01,PostCovid,5,5.0,[],,,,,,,,,,
219,stephenjt,2023-02-01,PostCovid,5,5.0,"[[room, grand, 2], [room, high, 2], [room, standard, 2]]",,,,,,,3.0,0.22,,
220,carina1232014,2023-03-01,PostCovid,5,5.0,"[[night, best, 0], [birthday, perfect, 3]]",,,,,1.0,1.0,,,1.0,1.0
221,Eric L,2023-03-01,PostCovid,5,5.0,"[[room, dine, 2], [birthday, everi, 3]]",,,,,,,1.0,0.0,1.0,0.0
222,victoria g,2023-02-01,PostCovid,5,3.0,"[[hotel, great, 1], [room, great, 2], [room, nice, 2], [food, light, 3]]",,,1.0,0.8,,,2.0,0.7,1.0,0.4
223,Annette,2023-03-01,PostCovid,5,5.0,"[[hotel, best, 1], [room, high, 2], [room, qualiti, 2]]",,,1.0,1.0,,,2.0,0.08,,
224,Bernard,2023-03-01,PostCovid,5,5.0,"[[call, rememb, 4]]",1.0,0.0,,,,,,,,
225,hiquest555,2023-03-01,PostCovid,5,5.0,"[[hotel, singapor, 1], [hotel, best, 1], [hotel, 'far best', 1], [staff, servic, 0], [room, modern, 2]]",,,3.0,0.5166666666666667,1.0,0.0,1.0,0.2,,
226,James Wong,2023-03-01,PostCovid,5,5.0,"[[staff, warmli, 0]]",,,,,1.0,0.0,,,,
227,Daniel,2023-02-01,PostCovid,5,5.0,"[[staycat, singapor, 3], [hotel, usual, 1], [club, strait, 0], [visit, regular, 0], [stay, next, 0], [time, next, 4]]",1.0,0.0,1.0,-0.25,3.0,0.0,,,1.0,0.0
228,Avi G,2023-02-01,PostCovid,5,5.0,"[[tea, great, 3]]",,,,,,,,,1.0,0.8
229,Robbie G,2023-02-01,PostCovid,5,5.0,"[[club, singapor, 0], [room, strait, 2], [club, strait, 0], [staff, high, 0], [staff, standard, 0]]",,,,,4.0,0.04,1.0,0.0,,
230,globetrotter121,2023-02-01,PostCovid,5,5.0,"[[staff, great, 0]]",,,,,1.0,0.8,,,,
231,James L,2023-02-01,PostCovid,5,5.0,"[[staff, perfect, 0], [staff, 'alway perfect', 0], [visit, next, 0]]",,,,,3.0,0.6666666666666666,,,,
232,Steve,2023-02-01,PostCovid,5,5.0,"[[day, last, 4], [day, last, 4], [day, tight, 4], [night, late, 0], [day, next, 4], [day, first, 4], [day, singapor, 4]]",6.0,0.011904761904761904,,,1.0,-0.3,,,,
233,bengch,2023-02-01,PostCovid,5,5.0,"[[book, spectacular, 4], [bay, strait, 0], [club, strait, 0], [hotel, good, 1]]",1.0,0.6,1.0,0.7,2.0,0.0,,,,
234,Ellen T,2023-02-01,PostCovid,5,5.0,"[[walk, great, 1], [room, singapor, 2], [time, unfortun, 4]]",1.0,0.0,1.0,0.8,,,1.0,0.0,,
235,Jim R,2023-02-01,PostCovid,5,5.0,"[[staff, great, 0]]",,,,,1.0,0.8,,,,
236,Deoanna B,2022-12-01,PostCovid,5,5.0,"[[day, second, 4]]",1.0,0.0,,,,,,,,
237,gloria1948,2023-02-01,PostCovid,5,5.0,[],,,,,,,,,,
238,Charmaine C,2023-02-01,PostCovid,5,5.0,"[[enjoy, current, 3], [restaur, main, 1], [club, servic, 0]]",,,1.0,0.16666666666666666,1.0,0.0,,,1.0,0.2
239,"TSB-SantaFe,NM-USA",2023-02-01,PostCovid,5,5.0,"[[time, choic, 4], [time, singapor, 4], [time, third, 4], [stay, singapor, 0], [staff, singapor, 0], [room, good, 2]]",3.0,0.0,,,2.0,0.0,1.0,0.7,,
240,Neil A,2023-01-01,PostCovid,5,3.0,"[[bed, great, 2], [bed, uncomfort, 2], [hotel, 'much requisit', 1], [night, good, 0]]",,,1.0,0.2,1.0,0.7,2.0,0.4,,
241,Ghadija M,2023-02-01,PostCovid,5,5.0,"[[team, perfect, 3]]",,,,,,,,,1.0,1.0
242,Kathy,2023-02-01,PostCovid,5,5.0,"[[hotel, singapor, 1], [hotel, great, 1], [restaur, close, 1], [food, great, 3]]",,,3.0,0.26666666666666666,,,,,1.0,0.8
243,gisathegato,2023-02-01,PostCovid,5,3.0,[],,,,,,,,,,
244,895cheshire21,2023-02-01,PostCovid,5,5.0,[],,,,,,,,,,
245,Lynne P,2023-02-01,PostCovid,5,5.0,"[[day, long, 4], [hotel, 'celebr cake', 1], [cake, bakeri, 3], [cake, best, 3]]",1.0,-0.05,1.0,0.0,,,,,2.0,0.5
246,Melalyssa,2023-02-01,PostCovid,5,5.0,"[[day, special, 4]]",1.0,0.35714285714285715,,,,,,,,
247,Vacation53391037499,2023-02-01,PostCovid,5,5.0,"[[visit, memor, 0]]",,,,,1.0,0.0,,,,
248,Barry Chew,2023-02-01,PostCovid,5,5.0,[],,,,,,,,,,
249,AdrienneLubbe,2023-02-01,PostCovid,5,5.0,"[[club, strait, 0], [floor, fourth, 2], [price, inclus, 2], [floor, fourth, 2]]",,,,,1.0,0.0,3.0,0.0,,
250,DENISE T,2023-01-01,PostCovid,5,4.0,"[[hotel, good, 1], [room, full, 2], [day, next, 4]]",1.0,0.0,1.0,0.7,,,1.0,0.35,,
251,Weimin,2023-02-01,PostCovid,5,5.0,"[[staff, high, 0], [staff, experi, 0]]",,,,,2.0,0.08,,,,
252,Joshua H,2023-02-01,PostCovid,5,5.0,"[[thank, best, 3], [thank, 'best best', 3]]",,,,,,,,,2.0,1.0
253,Dan R,2023-02-01,PostCovid,5,5.0,"[[love, huge, 0]]",,,,,1.0,0.45000000000000007,,,,
254,BonnieinPerth,2023-02-01,PostCovid,5,5.0,"[[room, easi, 2]]",,,,,,,1.0,0.0,,
255,YorkieJuly1969,2022-12-01,PostCovid,5,5.0,"[[room, public, 2], [room, good, 2], [room, smaller, 2]]",,,,,,,3.0,0.2333333333333333,,
256,OnAir74855,2023-02-01,PostCovid,5,5.0,"[[view, great, 0], [club, strait, 0], [club, strait, 0], [night, singapor, 0], [club, obvious, 0], [club, strait, 0]]",,,,,6.0,0.13333333333333333,,,,
257,Janet A,2022-12-01,PostCovid,5,5.0,"[[floor, independ, 2]]",,,,,,,1.0,0.0,,
258,FOXYSKI,2023-01-01,PostCovid,5,5.0,"[[hotel, nicest, 1], [pool, older, 2]]",,,1.0,0.0,,,1.0,0.16666666666666666,,
259,Marcus,2023-02-01,PostCovid,5,5.0,"[[check, final, 4]]",1.0,0.0,,,,,,,,
260,Paul R,2023-02-01,PostCovid,5,5.0,"[[breakfast, perfect, 1], [room, unwel, 2]]",,,1.0,1.0,,,1.0,0.0,,
261,Compatible,2023-01-01,PostCovid,5,4.0,"[[room, singapor, 2]]",,,,,,,1.0,0.0,,
262,Ian B,2023-01-01,PostCovid,5,5.0,"[[room, great, 2], [club, straight, 0]]",,,,,1.0,0.2,1.0,0.8,,
263,Y0rktraveller,2022-11-01,PostCovid,5,4.0,"[[room, great, 2]]",,,,,,,1.0,0.8,,
264,Gary B,2023-01-01,PostCovid,5,5.0,"[[hotel, high, 1], [tea, high, 3]]",,,1.0,0.16,,,,,1.0,0.16
265,Coastal14866725463,2023-01-01,PostCovid,5,5.0,"[[staff, servic, 0], [staff, best, 0]]",,,,,2.0,0.5,,,,
266,Erik V,2022-11-01,PostCovid,5,5.0,[],,,,,,,,,,
267,Dr SM,2023-01-01,PostCovid,5,5.0,[],,,,,,,,,,
268,DCM2012,2022-12-01,PostCovid,5,4.0,"[[room, good, 2], [room, good, 2]]",,,,,,,2.0,0.7,,
269,joe_v1986,2023-01-01,PostCovid,5,5.0,"[[experi, perfect, 3], [experi, actual, 3], [time, everi, 4]]",1.0,0.0,,,,,,,2.0,0.5
270,aaa,2022-12-01,PostCovid,5,1.0,"[[hotel, older, 1], [breakfast, singapor, 1], [price, servic, 2]]",,,2.0,0.08333333333333333,,,1.0,0.0,,
271,lhollydene,2022-12-01,PostCovid,5,5.0,"[[day, drank, 4], [day, everi, 4]]",2.0,0.0,,,,,,,,
272,Kevin K,2023-01-01,PostCovid,5,5.0,"[[hotel, servic, 1]]",,,1.0,0.0,,,,,,
273,Scott P,2023-01-01,PostCovid,5,5.0,"[[club, strait, 0], [enjoy, much, 3]]",,,,,1.0,0.0,,,1.0,0.30000000000000004
274,Ann N,2023-01-01,PostCovid,5,5.0,"[[love, key, 0]]",,,,,1.0,0.25,,,,
275,Louise T,2022-12-01,PostCovid,5,5.0,"[[floor, high, 2]]",,,,,,,1.0,0.16,,
276,Axel,2022-11-01,PostCovid,5,4.0,[],,,,,,,,,,
277,Marsha S,2023-01-01,PostCovid,5,5.0,"[[staff, great, 0], [hotel, larger, 1]]",,,1.0,0.0,1.0,0.8,,,,
278,Vitadrinker,2022-12-01,PostCovid,5,5.0,"[[time, last, 4]]",1.0,0.0,,,,,,,,
279,G'Day M,2022-11-01,PostCovid,5,5.0,[],,,,,,,,,,
280,Nettiawonderland,2023-01-01,PostCovid,5,5.0,"[[staff, servic, 0], [friendli, nice, 3], [tea, present, 3], [time, good, 4]]",1.0,0.7,,,1.0,0.0,,,2.0,0.3
281,Joanne,2022-12-01,PostCovid,5,5.0,[],,,,,,,,,,
282,RandyRively,2022-12-01,PostCovid,5,5.0,"[[time, singapor, 4], [time, third, 4], [club, strait, 0]]",2.0,0.0,,,1.0,0.0,,,,
283,dragonprincess,2022-12-01,PostCovid,5,4.0,"[[floor, lower, 2], [club, strait, 0], [club, strait, 0], [club, strait, 0], [club, strait, 0]]",,,,,4.0,0.0,1.0,0.0,,
284,BigTraveler002,2022-12-01,PostCovid,5,4.0,"[[club, proper, 0], [breakfast, free, 1]]",,,1.0,0.4,1.0,0.0,,,,
285,soigal,2023-01-01,PostCovid,5,5.0,[],,,,,,,,,,
286,Imfranco,2022-12-01,PostCovid,5,4.0,"[[hotel, servic, 1], [room, old, 2], [room, frankli, 2], [room, better, 2]]",,,1.0,0.0,,,3.0,0.19999999999999998,,
287,Freddo,2022-12-01,PostCovid,5,5.0,"[[hotel, impecc, 1], [hotel, servic, 1]]",,,2.0,0.0,,,,,,
288,Chia Kok Koon,2022-12-01,PostCovid,5,5.0,"[[room, huge, 2], [room, outdoor, 2], [view, full, 0]]",,,,,1.0,0.35,2.0,0.20000000000000004,,
289,NJA_7,2022-10-01,PostCovid,5,4.0,"[[club, singapor, 0]]",,,,,1.0,0.0,,,,
290,David W,2022-12-01,PostCovid,5,5.0,[],,,,,,,,,,
291,globaltraveler,2022-12-01,PostCovid,5,3.0,"[[time, clean, 4]]",1.0,0.3666666666666667,,,,,,,,
292,Rudy,2022-12-01,PostCovid,5,5.0,"[[time, next, 4]]",1.0,0.0,,,,,,,,
293,Dora,2022-12-01,PostCovid,5,5.0,"[[time, third, 4], [night, 'first suspect', 0]]",1.0,0.0,,,1.0,0.25,,,,
294,June P,2022-12-01,PostCovid,5,5.0,"[[night, singapor, 0], [hotel, forev, 1], [breakfast, select, 1], [love, huge, 0]]",,,2.0,0.0,2.0,0.22500000000000003,,,,
295,Hillary Lasut T,2022-12-01,PostCovid,5,5.0,"[[hotel, best, 1], [hotel, servic, 1], [room, servic, 2], [room, great, 2]]",,,2.0,0.5,,,2.0,0.4,,
296,Jisagod2u,2022-12-01,PostCovid,5,5.0,"[[night, final, 0]]",,,,,1.0,0.0,,,,
297,Julie112345,2022-12-01,PostCovid,5,5.0,"[[pool, soft, 2], [pool, good, 2], [view, great, 0], [hotel, great, 1]]",,,1.0,0.8,1.0,0.8,2.0,0.39999999999999997,,
298,selladurai r,2022-12-01,PostCovid,5,5.0,[],,,,,,,,,,
299,YodaR,2022-12-01,PostCovid,5,4.0,[],,,,,,,,,,
300,Michael B,2022-11-01,PostCovid,5,5.0,"[[friendli, pleasant, 3]]",,,,,,,,,1.0,0.7333333333333333
301,27philip,2022-11-01,PostCovid,5,5.0,"[[hotel, central, 1], [room, good, 2]]",,,1.0,0.0,,,1.0,0.7,,
302,Go314299,2022-11-01,PostCovid,5,5.0,"[[hotel, best, 1], [room, extra, 2], [view, great, 0], [restaur, great, 1], [restaur, central, 1]]",,,3.0,0.6,1.0,0.8,1.0,0.0,,
303,Andy,2022-12-01,PostCovid,5,5.0,"[[room, good, 2]]",,,,,,,1.0,0.7,,
304,Nomad11102125240,2022-12-01,PostCovid,5,5.0,"[[room, best, 2]]",,,,,,,1.0,1.0,,
305,Shayna M,2022-09-01,PostCovid,5,5.0,"[[stay, decent, 0], [stay, short, 0], [view, great, 0], [breakfast, best, 1], [time, twice, 4], [time, last, 4], [room, covid, 2], [hotel, great, 1], [room, appoint, 2], [room, 'well appoint', 2], [pool, modern, 2], [pool, outdoor, 2], [team, free, 3]]",2.0,0.0,2.0,0.9,3.0,0.32222222222222224,5.0,0.04,1.0,0.4
306,TSeeNewport,2022-11-01,PostCovid,5,5.0,"[[restaur, everi, 1], [hotel, enough, 1], [hotel, choic, 1], [restaur, riversid, 1], [view, unbeat, 0], [citi, best, 1], [citi, singapor, 1], [ask, standard, 4], [ask, high, 4], [ask, high, 4], [hotel, best, 1]]",3.0,0.10666666666666667,7.0,0.2857142857142857,1.0,0.0,,,,
307,Annaf,2022-10-01,PostCovid,5,2.0,"[[room, bad, 2]]",,,,,,,1.0,-0.6999999999999998,,
308,Sir_Getaboutabit,2022-10-01,PostCovid,5,5.0,"[[restaur, interior, 1], [bay, close, 0], [restaur, main, 1], [food, huge, 3], [food, choic, 3], [food, hot, 3], [food, cold, 3]]",,,2.0,0.08333333333333333,1.0,0.0,,,4.0,0.012500000000000039
309,Sunshine57380995541,2022-11-01,PostCovid,5,5.0,[],,,,,,,,,,
310,Patrick C,2022-11-01,PostCovid,5,5.0,[],,,,,,,,,,
311,William L,2022-11-01,PostCovid,5,5.0,"[[staff, extra, 0], [staff, special, 0], [staff, everi, 0], [staff, servic, 0]]",,,,,4.0,0.08928571428571429,,,,
312,KristinMi,2022-11-01,PostCovid,5,5.0,"[[club, strait, 0], [day, long, 4], [day, offic, 4], [day, servic, 4], [day, impecc, 4], [day, pleasant, 4], [day, everi, 4], [club, great, 0], [time, first, 4]]",7.0,0.13333333333333333,,,2.0,0.4,,,,
313,ABpZ,2022-05-01,PostCovid,5,5.0,[],,,,,,,,,,
314,JCB,2022-10-01,PostCovid,5,5.0,"[[room, perfect, 2]]",,,,,,,1.0,1.0,,
315,Addierocks,2022-11-01,PostCovid,5,5.0,"[[day, long, 4]]",1.0,-0.05,,,,,,,,
316,philip p,2022-11-01,PostCovid,5,5.0,[],,,,,,,,,,
317,CoastalSeaside,2022-11-01,PostCovid,5,5.0,"[[time, luxuri, 4]]",1.0,0.0,,,,,,,,
318,Chris_362,2022-11-01,PostCovid,5,4.0,"[[check, forev, 4]]",1.0,0.0,,,,,,,,
319,Joji Ravina-Lourence,2022-11-01,PostCovid,5,5.0,"[[bathroom, clean, 2], [staff, amiabl, 0]]",,,,,1.0,0.0,1.0,0.3666666666666667,,
320,Neil C,2022-11-01,PostCovid,5,5.0,"[[breakfast, great, 1]]",,,1.0,0.8,,,,,,
321,junara,2022-08-01,PostCovid,5,5.0,[],,,,,,,,,,
322,Naresh Kumar,2022-11-01,PostCovid,5,5.0,"[[night, celebr, 0], [club, nice, 0], [club, good, 0], [hotel, good, 1]]",,,1.0,0.7,3.0,0.4333333333333333,,,,
323,Mactrips,2022-09-01,PostCovid,5,4.0,[],,,,,,,,,,
324,Kath P,2022-11-01,PostCovid,5,5.0,"[[stay, 'ever famili', 0]]",,,,,1.0,0.0,,,,
325,n0rf0lk_lad,2022-11-01,PostCovid,5,5.0,[],,,,,,,,,,
326,sw k,2022-11-01,PostCovid,5,4.0,"[[hotel, nice, 1], [staff, 'long one', 0]]",,,1.0,0.6,1.0,-0.05,,,,
327,PF,2022-11-01,PostCovid,5,5.0,[],,,,,,,,,,
328,stacytoby,2022-10-01,PostCovid,5,5.0,"[[staff, odd, 0], [staff, 'often odd', 0]]",,,,,2.0,-0.16666666666666666,,,,
329,Rahn,2022-11-01,PostCovid,5,5.0,"[[night, late, 0]]",,,,,1.0,-0.3,,,,
330,NorthStar05914693274,2022-10-01,PostCovid,5,5.0,"[[room, singapor, 2], [time, everi, 4], [food, everi, 3]]",1.0,0.0,,,,,1.0,0.0,1.0,0.0
331,Leighanne M,2022-11-01,PostCovid,5,5.0,"[[staff, oblig, 0], [restaur, choic, 1]]",,,1.0,0.0,1.0,0.0,,,,
332,Edwin T,2022-10-01,PostCovid,5,4.0,"[[help, compliment, 3]]",,,,,,,,,1.0,0.0
333,Nadiah S,2022-10-01,PostCovid,5,5.0,[],,,,,,,,,,
334,Kooindah1,2022-10-01,PostCovid,5,5.0,"[[desk, hous, 4], [desk, front, 4], [thank, happier, 3]]",2.0,0.0,,,,,,,1.0,0.0
335,David Tester,2022-10-01,PostCovid,5,5.0,[],,,,,,,,,,
336,thewanderingmonkey,2022-10-01,PostCovid,5,5.0,[],,,,,,,,,,
337,Janet T,2022-10-01,PostCovid,5,5.0,"[[hotel, singapor, 1], [room, pleasant, 2]]",,,1.0,0.0,,,1.0,0.7333333333333333,,
338,TravelQueenLV,2022-10-01,PostCovid,5,5.0,[],,,,,,,,,,
339,Marky_7623,2022-10-01,PostCovid,5,5.0,"[[bed, great, 2]]",,,,,,,1.0,0.8,,
340,yyiling,2022-10-01,PostCovid,5,5.0,"[[staff, back, 0], [staff, singapor, 0], [night, everi, 0]]",,,,,3.0,0.0,,,,
341,Global27269884966,2022-10-01,PostCovid,5,5.0,"[[day, everi, 4]]",1.0,0.0,,,,,,,,
342,duncan q,2022-10-01,PostCovid,5,5.0,"[[staff, right, 0], [hotel, tri, 1], [hotel, best, 1]]",,,2.0,0.5,1.0,0.2857142857142857,,,,
343,Safari52060182868,2022-10-01,PostCovid,5,5.0,[],,,,,,,,,,
344,Voyage49534481611,2022-10-01,PostCovid,5,5.0,"[[time, whole, 4]]",1.0,0.2,,,,,,,,
345,Journey03023966113,2022-10-01,PostCovid,5,5.0,[],,,,,,,,,,
346,Claire C,2022-10-01,PostCovid,5,5.0,[],,,,,,,,,,
347,Charlene L,2022-10-01,PostCovid,5,5.0,"[[hotel, nice, 1], [hotel, nice, 1]]",,,2.0,0.6,,,,,,
348,Whgenzy A,2022-10-01,PostCovid,5,5.0,"[[view, good, 0], [breakfast, select, 1]]",,,1.0,0.0,1.0,0.7,,,,
349,yunji lee,2022-10-01,PostCovid,5,5.0,"[[birthday, celebr, 3], [hotel, best, 1]]",,,1.0,1.0,,,,,1.0,0.0
350,Y P,2022-09-01,PostCovid,5,5.0,"[[hotel, grand, 1], [room, great, 2], [team, whole, 3]]",,,1.0,0.5,,,1.0,0.8,1.0,0.2
351,Natalie MS,2022-10-01,PostCovid,5,5.0,"[[visit, singapor, 0]]",,,,,1.0,0.0,,,,
352,Faez M,2022-10-01,PostCovid,5,5.0,"[[hotel, nice, 1], [view, nice, 0], [manag, senior, 4], [manag, duti, 4]]",2.0,0.0,1.0,0.6,1.0,0.6,,,,
353,Achie,2022-07-01,PostCovid,5,5.0,"[[hotel, great, 1]]",,,1.0,0.8,,,,,,
354,Amal,2022-10-01,PostCovid,5,5.0,"[[thank, unbeat, 3]]",,,,,,,,,1.0,0.0
355,TheOExpress🏴󠁧󠁢󠁷󠁬󠁳󠁿🇭🇰,2022-10-01,PostCovid,5,5.0,"[[stay, incred, 0], [night, first, 0], [pool, swim, 2], [room, choic, 2]]",,,,,2.0,0.125,2.0,0.0,,
356,pamela1945,2022-10-01,PostCovid,5,5.0,"[[time, best, 4], [guest, loyal, 4]]",2.0,0.6666666666666666,,,,,,,,
357,Christal,2022-08-01,PostCovid,5,5.0,"[[room, experi, 2], [view, nice, 0]]",,,,,1.0,0.6,1.0,0.0,,
358,Garky C,2022-10-01,PostCovid,5,5.0,[],,,,,,,,,,
359,Craig Miller,2022-10-01,PostCovid,5,5.0,"[[staff, whole, 0], [team, great, 3], [team, huge, 3]]",,,,,1.0,0.2,,,2.0,0.6000000000000001
360,TimSuffolk,2022-09-01,PostCovid,5,5.0,"[[hotel, super, 1], [room, alloc, 2]]",,,1.0,0.3333333333333333,,,1.0,0.0,,
361,beckyliss,2022-09-01,PostCovid,5,3.0,"[[cake, small, 3], [birthday, belat, 3], [check, usual, 4]]",1.0,-0.25,,,,,,,2.0,-0.125
362,diannefmelbourne,2022-08-01,PostCovid,5,4.0,"[[hotel, old, 1]]",,,1.0,0.1,,,,,,
363,Erica R,2022-09-01,PostCovid,5,5.0,"[[night, great, 0], [club, strait, 0], [club, strait, 0], [time, famili, 4], [time, easter, 4]]",2.0,0.0,,,3.0,0.26666666666666666,,,,
364,Aruth0211,2022-09-01,PostCovid,5,4.0,"[[night, third, 0], [room, last, 2], [room, due, 2], [night, last, 0], [price, substandard, 2]]",,,,,2.0,0.0,3.0,-0.041666666666666664,,
365,Jake T,2022-09-01,PostCovid,5,5.0,"[[time, everi, 4]]",1.0,0.0,,,,,,,,
366,Duke_Fairfax,2022-09-01,PostCovid,5,5.0,"[[room, refresh, 2], [walk, less, 1], [hotel, experi, 1]]",,,2.0,-0.08333333333333333,,,1.0,0.0,,
367,Tony D,2022-09-01,PostCovid,5,5.0,"[[room, overlook, 2]]",,,,,,,1.0,0.0,,
368,William Chong,2022-09-01,PostCovid,5,4.0,"[[club, strait, 0], [visit, open, 0]]",,,,,2.0,0.0,,,,
369,Effa M,2022-09-01,PostCovid,5,5.0,"[[price, colour, 2]]",,,,,,,1.0,0.0,,
370,Liz,2022-09-01,PostCovid,5,5.0,"[[room, introduc, 2]]",,,,,,,1.0,0.0,,
371,Daisy monet,2022-08-01,PostCovid,5,5.0,[],,,,,,,,,,
372,Enceladus9,2022-08-01,PostCovid,5,5.0,[],,,,,,,,,,
373,Bart Sablon,2022-09-01,PostCovid,5,5.0,"[[time, first, 4], [room, super, 2], [room, clean, 2], [room, 'even piec', 2], [stay, singapor, 0]]",1.0,0.25,,,1.0,0.0,3.0,0.2333333333333333,,
374,LyndseyLim,2022-09-01,PostCovid,5,3.0,[],,,,,,,,,,
375,John L,2022-09-01,PostCovid,5,5.0,"[[time, best, 4], [view, great, 0]]",1.0,1.0,,,1.0,0.8,,,,
376,Ridhwan A,2022-09-01,PostCovid,5,5.0,"[[room, perfect, 2]]",,,,,,,1.0,1.0,,
377,jfy18fa,2022-09-01,PostCovid,5,5.0,[],,,,,,,,,,
378,Victoria,2022-09-01,PostCovid,5,5.0,[],,,,,,,,,,
379,Vivien T,2022-09-01,PostCovid,5,5.0,"[[friendli, great, 3], [friendli, servic, 3], [day, great, 4]]",1.0,0.8,,,,,,,2.0,0.4
380,Sylvi Mutiara,2022-09-01,PostCovid,5,5.0,"[[view, beautiful, 0], [view, best, 0], [pool, beautiful, 2], [love, great, 0]]",,,,,3.0,0.8333333333333334,1.0,0.85,,
381,DTL,2022-09-01,PostCovid,5,4.0,"[[hotel, great, 1], [hotel, grand, 1], [time, close, 4], [staff, 'close well', 0]]",1.0,0.0,2.0,0.65,1.0,0.0,,,,
382,909LCWM,2022-09-01,PostCovid,5,5.0,"[[staff, present, 0], [view, big, 0]]",,,,,2.0,0.0,,,,
383,Stuart James G,2022-07-01,PostCovid,5,5.0,"[[room, great, 2], [room, choic, 2]]",,,,,,,2.0,0.4,,
384,Jen,2022-09-01,PostCovid,5,5.0,"[[book, new, 4], [book, togeth, 4]]",2.0,0.06818181818181818,,,,,,,,
385,BrettB,2022-08-01,PostCovid,5,5.0,"[[visit, singapor, 0], [guest, 'extra mile', 4]]",1.0,0.0,,,1.0,0.0,,,,
386,Prakash B,2022-08-01,PostCovid,5,4.0,"[[visit, great, 0], [time, singapor, 4], [time, first, 4], [check, modern, 4], [check, smooth, 4], [room, experi, 2], [hotel, overal, 1], [hotel, good, 1]]",4.0,0.21250000000000002,2.0,0.35,1.0,0.8,1.0,0.0,,
387,Laurel L,2022-09-01,PostCovid,5,5.0,"[[time, singapor, 4], [time, singapor, 4], [room, coffe, 2], [food, great, 3]]",2.0,0.0,,,,,1.0,0.0,1.0,0.8
388,Peer,2022-08-01,PostCovid,5,5.0,"[[time, first, 4], [time, enough, 4], [stay, pleasant, 0]]",2.0,0.125,,,1.0,0.7333333333333333,,,,
